"CCT","longitud","latitud","tipo","gob","nombre","alcaldia","cp"
"09DBA0044I","-99.03822222","19.38457778","Secundaria","Federal","Julio Cortazar","Iztapalapa","0"
"09DBA0048E","-99.09682222","19.35934722","Secundaria","Federal","Teofilo Cedillo Granados","Iztapalapa","9000"
"09DBA0078Z","-99.05910556","19.34227778","Secundaria","Federal","Jose Vasconcelos","Iztapalapa","9710"
"09DBA0107D","-99.04698056","19.34915556","Secundaria","Federal","Republica de Brasil","Iztapalapa","9290"
"09DBA0111Q","-99.05654722","19.39918889","Secundaria","Federal","Heroes Del Molino Del Rey","Iztapalapa","9100"
"09DBA0163W","-99.07276667","19.30278333","Secundaria","Federal","Profr. Gerardo Bruno Sevilla Hernandez","Iztapalapa","9790"
"09DBA0184I","-98.999325","19.37146944","Secundaria","Federal","Luis Pasteur","Iztapalapa","9170"
"09DBA0199K","-99.07806944","19.38701111","Secundaria","Federal","Juan Antonio de La Fuente","Iztapalapa","9020"
"09DBA0218I","-99.04960833","19.32438889","Secundaria","Federal","Mexico-Japon","Iztapalapa","9708"
"09DBA0220X","-99.072975","19.35406389","Secundaria","Federal","Salvador Novo","Iztapalapa","9340"
"09DBA0223U","-99.00424444","19.35640278","Secundaria","Federal","Mariano Hidalgo","Iztapalapa","9600"
"09DBN0006J","-99.07314444","19.39434167","Primaria","Federal","Antonio de Mendoza","Iztacalco","8500"
"09DBN0007I","-99.10538056","19.42911944","Primaria","Federal","Estado de Puebla","Venustiano Carranza","15500"
"09DBN0011V","-99.21806667","19.41948889","Primaria","Federal","Chapultepec","Miguel Hidalgo","11000"
"09DBN0015R","-99.17049444","19.37297222","Primaria","Federal","Centro Urbano Presidente Aleman","Benito Juárez","3100"
"09DBN0017P","-99.12230833","19.38989722","Primaria","Federal","Antonio Garcia Cubas","Iztacalco","8240"
"09DBN0019N","-99.1464","19.38976944","Primaria","Federal","Presidente Miguel Aleman","Benito Juárez","3410"
"09DBN0024Z","-99.14323611","19.39873889","Primaria","Federal","Angel Albino Corzo","Benito Juárez","3400"
"09DBN0025Y","-99.14243889","19.368375","Primaria","Federal","Carlos A. Carrillo","Benito Juárez","3300"
"09DBN0027W","-99.1592","19.43830556","Primaria","Federal","Veinte de Noviembre","Cuauhtémoc","6470"
"09DBN0029U","-99.142775","19.49237222","Primaria","Federal","Articulo 27","Gustavo A. Madero","7730"
"09DBN0030J","-99.11182222","19.46091111","Primaria","Federal","Maestro Carlos Gonzalez Peóóa","Gustavo A. Madero","7880"
"09DBN0033G","-99.13638056","19.47570556","Primaria","Federal","Generacion 21-22","Gustavo A. Madero","7380"
"09DBN0034F","-99.08445556","19.44867222","Primaria","Federal","Winston Churchill","Gustavo A. Madero","7920"
"09DBN0036D","-99.12815","19.47571389","Primaria","Federal","Emiliano Zapata","Gustavo A. Madero","7800"
"09DBN0039A","-99.14836944","19.46431944","Primaria","Federal","Dr. Hector Perez Martinez","Azcapotzalco","2990"
"09DBN0040Q","-99.15060278","19.47558056","Primaria","Federal","Estado de Jalisco","Azcapotzalco","2600"
"09DBN0042O","-99.18015278","19.46690278","Primaria","Federal","Estado de Nuevo Leon","Azcapotzalco","2080"
"09DBN0043N","-99.18696389","19.47933611","Primaria","Federal","Jose Rosas Moreno","Azcapotzalco","2070"
"09DBN0045L","-99.15963056","19.40986944","Primaria","Federal","Benito Juarez","Cuauhtémoc","6760"
"09DBN0048I","-99.19424444","19.44858611","Primaria","Federal","Mexico","Miguel Hidalgo","11490"
"09DBN0050X","-99.17797778","19.44349722","Primaria","Federal","Estado de Hidalgo","Miguel Hidalgo","11320"
"09DBN0051W","-99.19202222","19.45445556","Primaria","Federal","Estado de Guerrero","Miguel Hidalgo","11410"
"09DBN0053U","-99.11355","19.4857","Primaria","Federal","Insurgente Morelos","Gustavo A. Madero","7050"
"09DBN0055S","-99.17983889","19.38893889","Primaria","Federal","Hispano America","Benito Juárez","3810"
"09DBN0056R","-99.18692222","19.40795833","Primaria","Federal","Republica de Costa Rica","Miguel Hidalgo","11850"
"09DBN0062B","-99.18760278","19.37403889","Primaria","Federal","Enrique de Olavarria Y Ferrari","Benito Juárez","3910"
"09DBN0065Z","-99.18671111","19.35975833","Primaria","Federal","Guadalupe Victoria","Álvaro Obregón","1020"
"09DBN0066Y","-99.13736389","19.32234722","Primaria","Federal","Lic. Gabriel Ramos Millan","Coyoacán","4840"
"09DBN0069V","-99.16508333","19.28741111","Primaria","Federal","Ignacio Rodriguez Galvan","Tlalpan","14000"
"09DBN0070K","-99.10585556","19.25628889","Primaria","Federal","Xochimilco","Xochimilco","16090"
"09DBN0072I","-99.12778056","19.41809167","Primaria","Federal","Francisco Garcia Salinas","Cuauhtémoc","6840"
"09DBN0074G","-99.09406389","19.35967778","Primaria","Federal","Enrique Laubscher","Iztapalapa","9000"
"09DBN0075F","-99.11183333","19.35340833","Primaria","Federal","Holanda","Iztapalapa","9810"
"09DBN0077D","-99.13020556","19.36930556","Primaria","Federal","Profr. Antonio Barbosa Heldt","Iztapalapa","9410"
"09DBN0079B","-99.08130278","19.49550278","Primaria","Federal","Nicolas Bravo","Gustavo A. Madero","7520"
"09DBN0080R","-99.1579","19.50581111","Primaria","Federal","Bernal Diaz Del Castillo","Gustavo A. Madero","7710"
"09DBN0086L","-99.17163056","19.29345","Primaria","Federal","Primero de Mayo","Tlalpan","14050"
"09DBN0090Y","-99.11436944","19.447275","Primaria","Federal","Estado de Michoacan","Venustiano Carranza","15240"
"09DBN0091X","-99.12649444","19.46014167","Primaria","Federal","Felipe Carrillo Puerto","Cuauhtémoc","6240"
"09DBN0093V","-99.13351111","19.42756111","Primaria","Federal","Mexico Libre","Cuauhtémoc","6000"
"09DBN0094U","-99.13279722","19.43946667","Primaria","Federal","Pablo Moreno","Cuauhtémoc","6000"
"09DBN0097R","-99.12996389","19.44879167","Primaria","Federal","Jose Maria Pino Suarez","Cuauhtémoc","6200"
"09DBN0099P","-99.13886389","19.41193611","Primaria","Federal","Francisco Giner de Los Rios","Cuauhtémoc","6800"
"09DBN0111U","-99.10419722","19.45711667","Primaria","Federal","Sixto Nieto Rojas","Gustavo A. Madero","7890"
"09DBN0112T","-99.20717778","19.50745","Primaria","Federal","Profra. Elmira Rocha Garcia","Azcapotzalco","2430"
"09DBN0116P","-99.09156667","19.44745556","Primaria","Federal","Club de Leones Numero 2","Venustiano Carranza","15430"
"09DBN0117O","-99.09321389","19.49100556","Primaria","Federal","Tezozomoc","Gustavo A. Madero","7440"
"09DBN0118N","-99.12357778","19.33751944","Primaria","Federal","Profr. Candido Jaramillo Gonzalez","Coyoacán","4430"
"09DBN0121A","-99.14711111","19.43889722","Primaria","Federal","Dr. Belisario Dominguez","Cuauhtémoc","6300"
"09DBN0123Z","-99.14551389","19.52480556","Primaria","Federal","Ing. Juan de Dios Batiz","Gustavo A. Madero","7279"
"09DBN0136C","-99.11843333","19.37367778","Primaria","Federal","Virgilio Uribe","Iztapalapa","9400"
"09DBN0137B","-99.05683333","19.25258611","Primaria","Federal","Ingeniero Miguel Bernard","Xochimilco","16600"
"09DBS0001J","-99.19232222","19.50975278","Secundaria","Federal","Profr. Manuel S Hidalgo","Azcapotzalco","2430"
"09DBS0002I","-99.19761389","19.49719444","Secundaria","Federal","Martin Oyamburu","Azcapotzalco","2150"
"09DBS0003H","-99.16981389","19.4683","Secundaria","Federal","Veinte de Noviembre","Azcapotzalco","2800"
"09DBS0004G","-99.17291667","19.25343333","Secundaria","Federal","Tiburcio Montiel","Tlalpan","14400"
"09DBS0005F","-99.21329167","19.48395278","Secundaria","Federal","Norman E Borlaug","Azcapotzalco","2710"
"09DBS0006E","-99.16139722","19.31422222","Secundaria","Federal","Suazilandia","Coyoacán","4300"
"09DBS0007D","-99.17699722","19.33279722","Secundaria","Federal","Ejercito Nacional","Coyoacán","4360"
"09DBS0008C","-99.11102222","19.30893056","Secundaria","Federal","Carlos Pellicer","Coyoacán","4440"
"09DBS0009B","-99.29819444","19.35676667","Secundaria","Federal","Ramon Manterola","Cuajimalpa de Morelos","5000"
"09DBS0010R","-99.15254444","19.54931111","Secundaria","Federal","Aurelio Maldonado Cedillo","Gustavo A. Madero","7210"
"09DBS0011Q","-99.08553056","19.47044167","Secundaria","Federal","Obras Del Valle de Mexico","Gustavo A. Madero","7920"
"09DBS0012P","-99.09223889","19.50260278","Secundaria","Federal","Tonantzin","Gustavo A. Madero","7410"
"09DBS0013O","-99.09230556","19.46428056","Secundaria","Federal","Nepal","Gustavo A. Madero","7920"
"09DBS0014N","-99.11437222","19.45744167","Secundaria","Federal","Martires de Rio Blanco","Gustavo A. Madero","7880"
"09DBS0016L","-99.14065833","19.540775","Secundaria","Federal","Emilio Bravo","Gustavo A. Madero","7190"
"09DBS0017K","-99.07189444","19.40201111","Secundaria","Federal","Profr. Claudio Cortes Castro","Iztacalco","8500"
"09DBS0018J","-99.11453889","19.38359167","Secundaria","Federal","Rafael  Molina Betancourt","Iztacalco","8930"
"09DBS0019I","-99.10483889","19.38313333","Secundaria","Federal","David Alfaro Siqueiros","Iztacalco","8900"
"09DBS0020Y","-99.060725","19.41424722","Secundaria","Federal","Jose Lopez Portillo Y Rojas","Iztacalco","8100"
"09DBS0021X","-99.24196667","19.316625","Secundaria","Federal","Ruben Dario","Magdalena Contreras","10000"
"09DBS0022W","-99.23028889","19.30984444","Secundaria","Federal","Maestros Mexicanos","Magdalena Contreras","10710"
"09DBS0023V","-99.02143611","19.18778333","Secundaria","Federal","Cultura Azteca","Milpa Alta","12000"
"09DBS0024U","-99.19956111","19.40105556","Secundaria","Federal","Bartolome de Medina","Álvaro Obregón","1120"
"09DBS0025T","-99.19737778","19.36585556","Secundaria","Federal","Luis R. Alarcon","Álvaro Obregón","1280"
"09DBS0026S","-99.23235278","19.37026667","Secundaria","Federal","Thailandia","Álvaro Obregón","1290"
"09DBS0027R","-99.0369","19.29743333","Secundaria","Federal","Plan de Guadalupe","Tláhuac","13300"
"09DBS0028Q","-99.17483611","19.29858889","Secundaria","Federal","Gral. Felipe Angeles","Tlalpan","14030"
"09DBS0029P","-99.21888333","19.28870833","Secundaria","Federal","Jacinto Canek","Tlalpan","14200"
"09DBS0030E","-99.10136389","19.26668056","Secundaria","Federal","Anacleto Barcena Rojas","Xochimilco","16040"
"09DBS0031D","-99.10176111","19.25481667","Secundaria","Federal","Profr. Vicente V Ybarra","Xochimilco","16090"
"09DBS0032C","-99.15498611","19.36900278","Secundaria","Federal","Silvestre Revueltas","Benito Juárez","3300"
"09DBS0034A","-99.12915833","19.44875278","Secundaria","Federal","Profr. Jorge Casahonda Castillo","Cuauhtémoc","6200"
"09DBS0036Z","-99.19626944","19.45613056","Secundaria","Federal","Gral. Pedro A. Ogazon","Miguel Hidalgo","11280"
"09DBS0037Y","-99.23967778","19.38282222","Secundaria","Federal","Vasco de Quiroga","Álvaro Obregón","1210"
"09DBS0038X","-99.084925","19.43847778","Secundaria","Federal","Plan de Ayutla","Venustiano Carranza","15400"
"09DBS0039W","-99.08409444","19.40922222","Secundaria","Federal","Juan Crisostomo Bonilla","Venustiano Carranza","15020"
"09DBS0040L","-99.012","19.25468889","Secundaria","Federal","Enrique C Rebsamen","Xochimilco","16700"
"09DBS0041K","-99.04960833","19.32438889","Secundaria","Federal","Mexico-Japon","Iztapalapa","9708"
"09DBS0042J","-99.07276667","19.30278333","Secundaria","Federal","Profr. Gerardo Bruno Sevilla Hernandez","Iztapalapa","9790"
"09DBS0043I","-99.07806944","19.38701111","Secundaria","Federal","Juan Antonio de La Fuente","Iztapalapa","9020"
"09DBS0044H","-99.09682222","19.35934722","Secundaria","Federal","Teofilo Cedillo Granados","Iztapalapa","9000"
"09DBS0045G","-99.05910556","19.34227778","Secundaria","Federal","Jose Vasconcelos","Iztapalapa","9710"
"09DBS0046F","-99.04698056","19.34915556","Secundaria","Federal","Republica de Brasil","Iztapalapa","9290"
"09DBS0047E","-98.999325","19.37146944","Secundaria","Federal","Luis Pasteur","Iztapalapa","9170"
"09DBS0048D","-99.03822222","19.38457778","Secundaria","Federal","Julio Cortazar","Iztapalapa","0"
"09DBS0049C","-99.05654722","19.39918889","Secundaria","Federal","Heroes Del Molino Del Rey","Iztapalapa","9100"
"09DBS0050S","-99.14052778","19.42634722","Secundaria","Federal","Abraham Lincoln","Cuauhtémoc","6000"
"09DBS0051R","-99.072975","19.35406389","Secundaria","Federal","Salvador Novo","Iztapalapa","9340"
"09DBS0052Q","-99.122775","19.42110278","Secundaria","Federal","Gral. Ignacio Zaragoza","Venustiano Carranza","15810"
"09DBS0053P","-99.05692222","19.42848611","Secundaria","Federal","Machtiteopan","Venustiano Carranza","15980"
"09DBS0054O","-99.18306667","19.49619444","Secundaria","Federal","Carlos Marx","Azcapotzalco","2230"
"09DCE0001F","-99.2050706","19.4308641","Normal","Federal","Escuela Normal de Especializaciones","Miguel Hidalgo","11330"
"09DCO0007G","-99.08923333","19.32499444","Especial","Federal","Internado Infantil Guadalupano,  A.C.","Iztapalapa","9890"
"09DCO0010U","-99.16279722","19.29578333","Especial","Federal","Las Nieves","Tlalpan","14050"
"09DDI0001A","-99.15739444","19.42322778","Preescolar","Federal","Cendi Sep No. 01 Rosaura Zapata","Cuauhtémoc","6700"
"09DDI0002Z","-99.13535833","19.28677778","Preescolar","Federal","Cendi Sep No. 02 Sixta Chavez Ramirez","Tlalpan","14380"
"09DDI0004Y","-99.17931667","19.46716111","Preescolar","Federal","Cendi Sep No. 04 Gabriela Mistral","Azcapotzalco","2080"
"09DDI0005X","-99.14780833","19.51206944","Preescolar","Federal","Cendi Sep No. 05 Estela Gallardo Valderrabano","Gustavo A. Madero","7360"
"09DDI0006W","-99.11958889","19.47416389","Preescolar","Federal","Cendi Sep No. 06 Genoveva Cortes","Gustavo A. Madero","7810"
"09DDI0007V","-99.13401944","19.45317778","Preescolar","Federal","Cendi Sep No. 07 Agustina Ramirez  Rodriguez","Cuauhtémoc","6900"
"09DDI0008U","-99.14065278","19.33703611","Preescolar","Federal","Cendi Sep No. 08 Luis G. Urbina","Coyoacán","4450"
"09DDI0009T","-99.15693333","19.39706389","Preescolar","Federal","Cendi Sep No. 09 Ricardo Garcia Zamudio","Benito Juárez","3020"
"09DDI0010I","-99.13213611","19.33633056","Preescolar","Federal","Cendi Sep No. 10 Ernest Newmann","Coyoacán","4400"
"09DDI0011H","-99.14098056","19.361875","Preescolar","Federal","Cendi Sep No. 11 Hellen Keller","Benito Juárez","3580"
"09DDI0012G","-99.09439167","19.46058056","Preescolar","Federal","Cendi Sep No. 12  Jesus Reyes Heroles","Gustavo A. Madero","7920"
"09DDI0013F","-99.16485833","19.39925","Preescolar","Federal","Cendi Sep No. 13 Rabindranath Tagore","Benito Juárez","3100"
"09DDI0014E","-99.1011","19.26510833","Preescolar","Federal","Cendi Sep No. 14 Gibran Jalil Gibran","Xochimilco","16070"
"09DDI0015D","-99.180425","19.49561111","Preescolar","Federal","Cendi Sep No. 15 Carolina Agazzi","Azcapotzalco","2230"
"09DDI0016C","-99.15231667","19.36225278","Preescolar","Federal","Cendi Sep No. 16 Jean Piaget","Benito Juárez","3300"
"09DDI0018A","-99.19524444","19.42304444","Preescolar","Federal","Cendi Sep No. 18 Margarita Maza de Juarez","Miguel Hidalgo","11560"
"09DDI0019Z","-99.10444167","19.48402778","Preescolar","Federal","Cendi Sep No. 19 Ana Sullivan Macy","Gustavo A. Madero","7460"
"09DDI0021O","-99.13000278","19.44855278","Preescolar","Federal","Cendi Sep No. 21 Hans Christian Andersen","Cuauhtémoc","6200"
"09DDI0022N","-99.10858056","19.40248333","Preescolar","Federal","Cendi Sep No. 22 Anton Makarenko","Iztacalco","8400"
"09DDI0023M","-99.16855556","19.44558333","Preescolar","Federal","Cendi Sep No. 23 Vanguardia Revolucionaria","Miguel Hidalgo","11340"
"09DDI0024L","-99.09603611","19.40295278","Preescolar","Federal","Cendi Sep No. 24 Carmen Serdan","Iztacalco","8400"
"09DDI0025K","-99.18823056","19.47198056","Preescolar","Federal","Cendi Sep No. 25 Jose Vasconcelos","Azcapotzalco","2070"
"09DDI0026J","-99.09475833","19.35980556","Preescolar","Federal","Cendi No. 26 ""Enrique Pestalozzi""","Iztapalapa","9060"
"09DDI0027I","-99.190525","19.38090278","Preescolar","Federal","Cendi Sep No. 27 Gabino Barreda","Benito Juárez","3910"
"09DDI0028H","-99.18546111","19.30491389","Preescolar","Federal","Cendi Sep No. 28 Bertha Von Glumer","Coyoacán","4530"
"09DDI0029G","-99.135175","19.32657778","Preescolar","Federal","Cendi Sep No. 29 Justo Sierra","Coyoacán","4460"
"09DDI0030W","-99.16052778","19.44237222","Preescolar","Federal","Cendi Sep No. 30 Ovidio Decroly","Cuauhtémoc","6400"
"09DDI0031V","-99.20953333","19.30200278","Preescolar","Federal","Cendi Sep No. 31 Juana de Asbaje","Tlalpan","14200"
"09DDI0039N","-99.11373333","19.25419167","Preescolar","Federal","Cendi Sep No. 32 Citlalpilyocan","Xochimilco","16050"
"09DDI0040C","-99.09806944","19.33876111","Preescolar","Federal","Indira Gandhi","Iztapalapa","9800"
"09DDI0041B","-99.08779722","19.30650556","Preescolar","Federal","Ollin Calli","Iztapalapa","9850"
"09DES0001G","-99.13130278","19.42695833","Secundaria","Federal","Cesar A. Ruiz","Cuauhtémoc","6000"
"09DES0002F","-99.16163611","19.44471389","Secundaria","Federal","Ana Maria Berlanga","Cuauhtémoc","6400"
"09DES0003E","-99.15816389","19.42505278","Secundaria","Federal","Heroes de Chapultepec","Cuauhtémoc","6600"
"09DES0004D","-99.15952778","19.44213611","Secundaria","Federal","Moises Saenz","Cuauhtémoc","6400"
"09DES0005C","-99.11578611","19.44693056","Secundaria","Federal","Lauro Aguirre","Venustiano Carranza","15240"
"09DES0006B","-99.12995556","19.43648056","Secundaria","Federal","Carlota Jaso","Cuauhtémoc","6000"
"09DES0007A","-99.13516389","19.42553333","Secundaria","Federal","Jose Manuel Ramos","Cuauhtémoc","6000"
"09DES0008Z","-99.18723056","19.39098889","Secundaria","Federal","Tomas Garrigue Masaryk","Benito Juárez","3800"
"09DES0009Z","-98.99550278","19.21800556","Secundaria","Federal","Teutli","Milpa Alta","12100"
"09DES0010O","-99.18585278","19.37414722","Secundaria","Federal","Leopoldo Ayala","Benito Juárez","3920"
"09DES0011N","-99.13973056","19.43833611","Secundaria","Federal","Adriana Garcia Corral","Cuauhtémoc","6000"
"09DES0012M","-99.11335","19.48617778","Secundaria","Federal","Eliseo Garcia Escobedo","Gustavo A. Madero","7050"
"09DES0013L","-99.14044444","19.36089167","Secundaria","Federal","Enrique C. Olivares","Benito Juárez","3580"
"09DES0014K","-99.14857778","19.4257","Secundaria","Federal","Jorge Quijano","Cuauhtémoc","6720"
"09DES0015J","-99.17190833","19.45000556","Secundaria","Federal","Albert Einstein","Miguel Hidalgo","11330"
"09DES0016I","-99.13958056","19.452025","Secundaria","Federal","Pedro Diaz","Cuauhtémoc","6900"
"09DES0017H","-99.17971667","19.39988056","Secundaria","Federal","Constitucion de 1857","Miguel Hidalgo","11800"
"09DES0018G","-99.15896111","19.42086667","Secundaria","Federal","Soledad Anaya Solorzano","Cuauhtémoc","6700"
"09DES0019F","-99.29718056","19.35718889","Secundaria","Federal","Dolores Angela Castillo","Cuajimalpa de Morelos","5000"
"09DES0020V","-99.19479167","19.44756667","Secundaria","Federal","Jose Arteaga","Miguel Hidalgo","11430"
"09DES0021U","-99.19299167","19.39416944","Secundaria","Federal","Jovita A. Elguero","Álvaro Obregón","1140"
"09DES0022T","-99.09579444","19.35960833","Secundaria","Federal","Enrique O. Aragon","Iztapalapa","9000"
"09DES0023S","-99.15763333","19.4271","Secundaria","Federal","Mtro. Juan G. Holguin","Cuauhtémoc","6600"
"09DES0024R","-99.12089167","19.48001667","Secundaria","Federal","Leona Vicario","Gustavo A. Madero","7020"
"09DES0025Q","-99.19845833","19.49748889","Secundaria","Federal","Fernando Montes de Oca","Azcapotzalco","2150"
"09DES0026P","-99.16121944","19.43841111","Secundaria","Federal","Francisco I. Madero","Cuauhtémoc","6470"
"09DES0027O","-99.24131111","19.30536389","Secundaria","Federal","Alfredo E. Uruchurtu","Magdalena Contreras","10580"
"09DES0028N","-99.16052778","19.44375833","Secundaria","Federal","Dr. Manuel Barranco","Cuauhtémoc","6400"
"09DES0029M","-99.16903333","19.28986389","Secundaria","Federal","Don Miguel Hidalgo Y Costilla","Tlalpan","14000"
"09DES0030B","-99.21870278","19.41950833","Secundaria","Federal","Don Benito Juarez","Miguel Hidalgo","11000"
"09DES0031A","-99.06550556","19.25570278","Secundaria","Federal","Dr. Alfonso Pruneda","Xochimilco","16600"
"09DES0032Z","-99.17180833","19.40708333","Secundaria","Federal","Jose Maria Morelos Y Pavon","Cuauhtémoc","6170"
"09DES0033Z","-99.16115556","19.473375","Secundaria","Federal","Sr. Dn. Venustiano Carranza","Azcapotzalco","2670"
"09DES0034Y","-99.14111389","19.3608","Secundaria","Federal","Eugenia Leon Puig","Benito Juárez","3300"
"09DES0035X","-99.15543056","19.35548056","Secundaria","Federal","Vicente Guerrero","Coyoacán","4100"
"09DES0036W","-99.10245278","19.26612222","Secundaria","Federal","Cuauhtemoc","Xochimilco","16040"
"09DES0037V","-99.02429722","19.18831111","Secundaria","Federal","Emiliano Zapata","Milpa Alta","12000"
"09DES0038U","-99.16809722","19.38467778","Secundaria","Federal","Josefa Ortiz de Dominguez","Benito Juárez","3100"
"09DES0039T","-99.19900833","19.36526111","Secundaria","Federal","Ramon Dominguez Ramon","Álvaro Obregón","1600"
"09DES0040I","-99.09593889","19.43448889","Secundaria","Federal","Don Melchor Ocampo","Venustiano Carranza","15530"
"09DES0041H","-99.11662778","19.42303333","Secundaria","Federal","Sor Juana Ines de La Cruz","Venustiano Carranza","15970"
"09DES0042G","-99.18251944","19.406525","Secundaria","Federal","Ignacio Manuel Altamirano","Miguel Hidalgo","11800"
"09DES0043F","-99.17356667","19.420725","Secundaria","Federal","Justo Sierra","Cuauhtémoc","6700"
"09DES0044E","-99.01416111","19.25143333","Secundaria","Federal","Rosario Gutierrez Eskildsen","Xochimilco","16700"
"09DES0045D","-99.15599444","19.39991389","Secundaria","Federal","Maria Enriqueta Camarillo","Benito Juárez","3020"
"09DES0046C","-99.15928056","19.44498333","Secundaria","Federal","Jose Vasconcelos","Cuauhtémoc","6400"
"09DES0047B","-99.001325","19.27826667","Secundaria","Federal","Quetzalcoatl","Tláhuac","13020"
"09DES0048A","-99.14525","19.49595556","Secundaria","Federal","Juan Ruiz de Alarcon Y Mendoza","Gustavo A. Madero","7730"
"09DES0049Z","-99.14651944","19.35414167","Secundaria","Federal","Defensores de Churubusco","Coyoacán","4210"
"09DES0050P","-99.20229722","19.48551667","Secundaria","Federal","Lazaro Cardenas","Azcapotzalco","2480"
"09DES0051O","-99.14296389","19.38729167","Secundaria","Federal","Profesor Carlos Benitez Delorme","Benito Juárez","3410"
"09DES0052N","-99.05666667","19.2003","Secundaria","Federal","Antonio Caso","Milpa Alta","12200"
"09DES0053M","-99.15319444","19.34604722","Secundaria","Federal","Manuel Delfin Figueroa","Coyoacán","4040"
"09DES0054L","-99.18358889","19.48296111","Secundaria","Federal","Republica de Bolivia","Azcapotzalco","2070"
"09DES0055K","-99.17889722","19.47508889","Secundaria","Federal","Republica de El Salvador","Azcapotzalco","2060"
"09DES0056J","-99.07213333","19.394225","Secundaria","Federal","Marcelino Menendez Y Pelayo","Iztacalco","8500"
"09DES0057I","-99.11147778","19.46148889","Secundaria","Federal","Republica de Guatemala","Gustavo A. Madero","7880"
"09DES0058H","-99.08787222","19.47740556","Secundaria","Federal","Jaime Torres Bodet","Gustavo A. Madero","7580"
"09DES0059G","-99.12926389","19.39915833","Secundaria","Federal","Rene Cassin","Iztacalco","8200"
"09DES0060W","-99.06303611","19.41032222","Secundaria","Federal","Republica de Honduras","Iztacalco","15610"
"09DES0061V","-99.10570556","19.39453333","Secundaria","Federal","Olga Esquivel Molina","Iztacalco","8020"
"09DES0062U","-99.15660556","19.39732222","Secundaria","Federal","Miguel de Cervantes Saavedra","Benito Juárez","3020"
"09DES0063T","-99.09860833","19.48230556","Secundaria","Federal","Angel Miranda Basurto","Gustavo A. Madero","7469"
"09DES0064S","-99.11135278","19.45172222","Secundaria","Federal","Jose Calvo Saucedo","Venustiano Carranza","15310"
"09DES0065R","-99.11422778","19.37021944","Secundaria","Federal","Defensores de Puebla 1863","Iztapalapa","9400"
"09DES0066Q","-99.20464722","19.43179722","Secundaria","Federal","Ida Appendini Dagasso","Miguel Hidalgo","11550"
"09DES0067P","-99.20011389","19.48436667","Secundaria","Federal","John F. Kennedy","Azcapotzalco","2480"
"09DES0068O","-99.1931","19.35443611","Secundaria","Federal","Profr. Gabino A. Palma","Álvaro Obregón","1049"
"09DES0069N","-99.09860556","19.3948","Secundaria","Federal","Martin V. Gonzalez","Iztacalco","8730"
"09DES0070C","-99.10179167","19.44448611","Secundaria","Federal","Mahatma Mohandas Gandhi","Venustiano Carranza","15440"
"09DES0071B","-99.13118056","19.38009167","Secundaria","Federal","Narciso Bassols","Iztacalco","8830"
"09DES0072A","-99.16681389","19.36367778","Secundaria","Federal","Diego Rivera","Benito Juárez","3330"
"09DES0073Z","-99.13736389","19.32214444","Secundaria","Federal","Lic. Isidro Fabela Alfaro","Coyoacán","4840"
"09DES0074Z","-99.095375","19.49694444","Secundaria","Federal","Republica de Nicaragua","Gustavo A. Madero","7040"
"09DES0075Y","-99.10961111","19.40800556","Secundaria","Federal","Dionisia Zamora Pallares","Venustiano Carranza","15850"
"09DES0076X","-99.12625","19.41413056","Secundaria","Federal","Francisco Javier Clavijero","Venustiano Carranza","15820"
"09DES0077W","-99.242","19.38348611","Secundaria","Federal","Republica de Panama","Álvaro Obregón","1210"
"09DES0078V","-99.13105556","19.48287778","Secundaria","Federal","Republica de Paraguay","Gustavo A. Madero","7370"
"09DES0079U","-99.12133333","19.35545278","Secundaria","Federal","Republica de Chile","Iztapalapa","9099"
"09DES0080J","-99.14465","19.37402222","Secundaria","Federal","Dr. Martin Luther King","Benito Juárez","3660"
"09DES0081I","-99.11419444","19.46827778","Secundaria","Federal","Republica de Colombia","Gustavo A. Madero","7860"
"09DES0082H","-99.13486389","19.41958333","Secundaria","Federal","Abraham Lincoln","Cuauhtémoc","6800"
"09DES0083G","-99.14158333","19.45185278","Secundaria","Federal","Presidente Valentin Gomez Farias","Cuauhtémoc","6900"
"09DES0084F","-99.10729167","19.34555278","Secundaria","Federal","Jose Marti","Iztapalapa","9800"
"09DES0085E","-99.08094722","19.45055833","Secundaria","Federal","Republica de Francia","Gustavo A. Madero","7920"
"09DES0086D","-99.09195","19.35573611","Secundaria","Federal","Republica de Venezuela","Iztapalapa","9820"
"09DES0087C","-99.15915278","19.50962222","Secundaria","Federal","Republica de Filipinas","Gustavo A. Madero","7700"
"09DES0088B","-99.09951389","19.411475","Secundaria","Federal","Dr. Nabor Carrillo Flores","Venustiano Carranza","15900"
"09DES0089A","-99.11898333","19.45613056","Secundaria","Federal","Republica de Ecuador","Venustiano Carranza","15210"
"09DES0090Q","-99.09641389","19.43676667","Secundaria","Federal","Ing. Juan Guillermo Villasana","Venustiano Carranza","15530"
"09DES0091P","-99.22349722","19.32104167","Secundaria","Federal","Republica Del Peru","Magdalena Contreras","10200"
"09DES0092O","-99.20874167","19.45467222","Secundaria","Federal","Republica de Costa Rica","Miguel Hidalgo","11270"
"09DES0093N","-99.09311389","19.47617222","Secundaria","Federal","Martin Luis Guzman","Gustavo A. Madero","7480"
"09DES0094M","-99.21436667","19.44437778","Secundaria","Federal","Giusseppe Garibaldi","Miguel Hidalgo","11500"
