"CCT","longitud","latitud","tipo","gob","nombre","alcaldia","cp"
"09DES4175Y","-99.153575","19.54771389","Secundaria","Federal","Ponciano Arriaga","Gustavo A. Madero","7210"
"09DES4179U","-99.01848889","19.379325","Secundaria","Federal","Motecuzoma Ilhuicamina","Iztapalapa","9510"
"09DES4180J","-99.11391667","19.24607778","Secundaria","Federal","Octavio Paz","Xochimilco","16300"
"09DES4181I","-99.23489444","19.27798889","Secundaria","Federal","Puerto de Alvarado","Tlalpan","14109"
"09DES4182H","-99.051175","19.34646389","Secundaria","Federal","Alexis Carrell","Iztapalapa","9880"
"09DES4184F","-99.14580556","19.52238889","Secundaria","Federal","Eulalia Guzman","Gustavo A. Madero","7670"
"09DES4188B","-99.16795833","19.32556389","Secundaria","Federal","Aztecas","Coyoacán","4369"
"09DES4189A","-99.11443056","19.49785","Secundaria","Federal","Olof Palme","Gustavo A. Madero","7010"
"09DES4191P","-99.05939167","19.466725","Secundaria","Federal","Silvestre Revueltas","Gustavo A. Madero","7570"
"09DES4192O","-99.20451944","19.51485833","Secundaria","Federal","Vicente Riva Palacio Guerrero","Azcapotzalco","2430"
"09DES4194M","-99.08988611","19.31698333","Secundaria","Federal","Nicolas Copernico","Iztapalapa","9890"
"09DES4195L","-99.21452222","19.28950556","Secundaria","Federal","Tlamachihuapan","Tlalpan","14260"
"09DES4196K","-99.18654444","19.47490278","Secundaria","Federal","Justo A. Zamudio Vargas","Azcapotzalco","2070"
"09DES4197J","-99.17789444","19.39420556","Secundaria","Federal","Canada","Benito Juárez","3810"
"09DES4199H","-99.06481667","19.47271944","Secundaria","Federal","Jose Lopez Portillo Y Weber","Gustavo A. Madero","7500"
"09DES4202E","-99.20221389","19.38572778","Secundaria","Federal","Temachtiani","Álvaro Obregón","1280"
"09DES4204C","-99.01698889","19.34026944","Secundaria","Federal","Hermilo Novelo Torres","Iztapalapa","9640"
"09DES4205B","-99.05680556","19.294525","Secundaria","Federal","Alejandro Graham Bell","Tláhuac","13270"
"09DES4206A","-99.11185833","19.33516389","Secundaria","Federal","Roberto Koch","Iztapalapa","9857"
"09DES4207Z","-99.20743333","19.50178611","Secundaria","Federal","Estado de Israel","Azcapotzalco","2410"
"09DES4209Y","-99.10780833","19.38723889","Secundaria","Federal","Francisco Villa","Iztacalco","8900"
"09DES4211M","-99.29988056","19.34737222","Secundaria","Federal","Antonio Castro Leal","Cuajimalpa de Morelos","5500"
"09DES4217G","-99.14913056","19.48308611","Secundaria","Federal","Carlos Casas Campillo","Gustavo A. Madero","7760"
"09DES4218F","-99.10041111","19.44772778","Secundaria","Federal","Republica de Italia","Venustiano Carranza","15410"
"09DES4220U","-99.078875","19.39419444","Secundaria","Federal","Agustin Yanez","Iztacalco","8500"
"09DES4221T","-99.21578889","19.44437778","Secundaria","Federal","Tlacaelel","Miguel Hidalgo","11500"
"09DES4222S","-99.21564167","19.35438056","Secundaria","Federal","Tlaloc","Álvaro Obregón","1710"
"09DES4223R","-99.23915","19.31690278","Secundaria","Federal","Jose Maria Velasco","Magdalena Contreras","10000"
"09DES4224Q","-99.12179444","19.21897222","Secundaria","Federal","Huetzalin","Xochimilco","16860"
"09DES4226O","-99.10020556","19.32713611","Secundaria","Federal","Estado de Veracruz","Iztapalapa","9870"
"09DES4227N","-99.20106111","19.50841944","Secundaria","Federal","Soumaya Domit Gemayel","Azcapotzalco","2430"
"09DES4229L","-99.16775278","19.30584722","Secundaria","Federal","Ludmila Yivkova","Coyoacán","4700"
"09DES4230A","-99.13249167","19.30168333","Secundaria","Federal","Jesus Mastache Roman","Tlalpan","14350"
"09DES4231Z","-99.22983056","19.38443611","Secundaria","Federal","Sigmund Freud","Álvaro Obregón","1210"
"09DES4235W","-99.06508611","19.3529","Secundaria","Federal","Jose Clemente Orozco","Iztapalapa","9250"
"09DES4236V","-99.04998889","19.39583333","Secundaria","Federal","Iztapalapa","Iztapalapa","9100"
"09DES4237U","-99.08311667","19.41906111","Secundaria","Federal","Hermanos Flores Magon","Venustiano Carranza","15730"
"09DES4238T","-99.01531944","19.36228056","Secundaria","Federal","Ramon Beteta","Iztapalapa","9520"
"09DES4240H","-99.14866111","19.52015278","Secundaria","Federal","Republica de Sudafrica","Gustavo A. Madero","7670"
"09DES4243E","-99.22653611","19.36614167","Secundaria","Federal","Secundaria Federal","Álvaro Obregón","1430"
"09DES4247A","-99.06870833","19.4528","Secundaria","Federal","Jesus Silva Herzog","Gustavo A. Madero","7920"
"09DES4248Z","-99.28473333","19.3693","Secundaria","Federal","Calmecac","Cuajimalpa de Morelos","5210"
"09DES4250O","-99.09476111","19.24187778","Secundaria","Federal","Jesus M. Sotelo E Inclan","Xochimilco","16450"
"09DES4251N","-99.14183611","19.53723056","Secundaria","Federal","Secundaria Federal","Gustavo A. Madero","7230"
"09DES4255J","-99.08113333","19.30785","Secundaria","Federal","Antonio Semionovich Makarenko","Iztapalapa","9920"
"09DES4258G","-99.071125","19.39218333","Secundaria","Federal","Luis Alvarez Barret","Iztacalco","8500"
"09DES4259F","-99.139525","19.52373611","Secundaria","Federal","Gustavo A. Madero","Gustavo A. Madero","7290"
"09DES4260V","-99.19269167","19.44514167","Secundaria","Federal","Izkalotzin","Miguel Hidalgo","11490"
"09DES4261U","-99.196825","19.34146389","Secundaria","Federal","Secundaria Federal","Álvaro Obregón","1090"
"09DES4262T","-99.24908889","19.31528889","Secundaria","Federal","Itzjak Rabin","Magdalena Contreras","10370"
"09DES4266P","-99.07985","19.32867222","Secundaria","Federal","Teotihuacan","Iztapalapa","9860"
"09DES4271A","-99.08752778","19.50390278","Secundaria","Federal","Alvaro Obregon","Gustavo A. Madero","7420"
"09DES4272Z","-99.06531389","19.45840833","Secundaria","Federal","Rufino Tamayo","Gustavo A. Madero","7920"
"09DES4273Z","-99.10019444","19.50671111","Secundaria","Federal","Alfonso Garcia Robles","Gustavo A. Madero","7080"
"09DES4275X","-99.06320278","19.32409722","Secundaria","Federal","Jose Maria Velasco","Iztapalapa","9760"
"09DES4276W","-99.17401667","19.27725556","Secundaria","Federal","Juventino Rosas Cadenas","Tlalpan","14430"
"09DES4281H","-99.21846389","19.27573333","Secundaria","Federal","Tlacotalpan","Tlalpan","14220"
"09DES4283F","-99.10808611","19.46568333","Secundaria","Federal","Leyes de Reforma","Gustavo A. Madero","7850"
"09DES4284E","-99.17655556","19.24915","Secundaria","Federal","Gustavo Cabrera Acevedo","Tlalpan","14400"
"09DES4285D","-99.08357778","19.48765278","Secundaria","Federal","Xipe Totec","Gustavo A. Madero","7540"
"09DES4286C","-99.054025","19.39760278","Secundaria","Federal","Maestro Lauro Aguirre","Iztapalapa","9100"
"09DES4287B","-99.05103056","19.33368889","Secundaria","Federal","Julio Verne","Iztapalapa","9750"
"09DES4289Z","-99.31730278","19.34786389","Secundaria","Federal","Antonio Carrillo Flores","Cuajimalpa de Morelos","5050"
"09DES4290P","-99.07154167","19.24276944","Secundaria","Federal","Ocelotl","Xochimilco","16500"
"09DES4291O","-99.00571944","19.33751389","Secundaria","Federal","Ing. Javier Barros Sierra","Iztapalapa","9640"
"09DES4295K","-99.10141944","19.21567778","Secundaria","Federal","Guillermo Prieto Pradillo","Xochimilco","16880"
"09DES4296J","-99.01963056","19.37964722","Secundaria","Federal","Justo Sierra","Iztapalapa","9510"
"09DES4298H","-99.07578333","19.46750556","Secundaria","Federal","Mexico Tenochtitlan","Gustavo A. Madero","7920"
"09DES4302D","-99.23640556","19.30723056","Secundaria","Federal","Luis Donaldo Colosio Murrieta","Magdalena Contreras","10580"
"09DES4303C","-99.04366111","19.38406389","Secundaria","Federal","Frida Kahlo","Iztapalapa","0"
"09DES4304B","-99.04210556","19.304775","Secundaria","Federal","Juan Rulfo","Tláhuac","13310"
"09DES4305A","-99.11794167","19.26684722","Secundaria","Federal","Emilio Rosenblueth","Xochimilco","16030"
"09DES4307Z","-99.13620556","19.56015556","Secundaria","Federal","Carlos Fuentes Macias","Gustavo A. Madero","7050"
"09DES4308Y","-99.00104722","19.19204444","Secundaria","Federal","Nochcalco","Milpa Alta","12600"
"09DES4309X","-99.05629167","19.28275833","Secundaria","Federal","Juan Jose Arreola Zuï¿½Ï¿½Iga","Tláhuac","0"
"09DES4313J","-99.00668333","19.34748611","Secundaria","Federal","Lazaro Cardenas Del Rio","Iztapalapa","9600"
"09DES4316G","-99.02251667","19.33143056","Secundaria","Federal","Francisco Gonzalez Bocanegra","Iztapalapa","9680"
"09DES4324P","-99.039875","19.28228611","Secundaria","Federal","Alfonso Caso Andrade","Tláhuac","14390"
"09DES4337T","-99.28271389","19.34271389","Secundaria","Federal","Secundaria Federal","Cuajimalpa de Morelos","5600"
"09DES4339R","-99.00692778","19.25472778","Secundaria","Federal","Secundaria Federal","Xochimilco","0"
"09DES4341F","-99.10149167","19.2652","Secundaria","Federal","Secundaria Federal","Xochimilco","16070"
"09DES4342E","-98.99488889","19.29328611","Secundaria","Federal","Secundaria Federal","Tláhuac","13420"
"09DIX0001O","-99.16911667","19.38437222","Primaria","Federal","Gertrudis Bocanegra de Lazo de La Vega","Benito Juárez","3100"
"09DIX0002N","-99.17883889","19.48940278","Primaria","Federal","Ejercito Mexicano","Azcapotzalco","2250"
"09DIX0017P","-99.11607778","19.44320556","Primaria","Federal","Francisco I. Madero","Venustiano Carranza","15270"
"09DIX0028V","-99.09388056","19.36661111","Primaria","Federal","Gral. Lazaro Cardenas","Iztapalapa","9000"
"09DIX0030J","-99.148875","19.42040833","Primaria","Federal","Escuela de Participacion Social Numero 1","Cuauhtémoc","6720"
"09DIX0031I","-99.10908889","19.39395556","Primaria","Federal","Escuela de Participacion Social Numero 3","Iztacalco","8700"
"09DIX0032H","-99.12256389","19.45683333","Primaria","Federal","Escuela de Participacion Social Numero 4","Venustiano Carranza","15210"
"09DIX0033G","-99.2041","19.45108056","Primaria","Federal","Escuela de Participacion Social Numero 7","Miguel Hidalgo","11260"
"09DIX0035E","-99.16736389","19.29194722","Primaria","Federal","Escuela de Participacion Social Numero 5","Tlalpan","14000"
"09DIX0036D","-99.13441944","19.40378611","Primaria","Federal","Escuela de Participacion Social Numero 6","Cuauhtémoc","6850"
"09DJN0003V","-99.10335556","19.29487222","Preescolar","Federal","Aurora Reyes","Tlalpan","14330"
"09DJN0005T","-99.09931389","19.443125","Preescolar","Federal","Hermanos Grimm","Venustiano Carranza","15400"
"09DJN0006S","-99.15092222","19.39396111","Preescolar","Federal","Tlacoquemecatl","Benito Juárez","3020"
"09DJN0007R","-99.12768333","19.38793611","Preescolar","Federal","Dr. Martin Luther King","Iztacalco","8810"
"09DJN0008Q","-99.09153056","19.38885833","Preescolar","Federal","Iztacalco","Iztacalco","8020"
"09DJN0010E","-99.20639722","19.51010833","Preescolar","Federal","Profr. Tadeo de La Garza Gutierrez","Azcapotzalco","2430"
"09DJN0011D","-99.17432222","19.37448056","Preescolar","Federal","Republica de Hungria","Benito Juárez","3100"
"09DJN0012C","-99.1725","19.33223333","Preescolar","Federal","Josefa Duran","Coyoacán","4330"
"09DJN0013B","-99.10603056","19.42305833","Preescolar","Federal","Chichen-Itza","Venustiano Carranza","15900"
"09DJN0014A","-99.11929444","19.40771944","Preescolar","Federal","Estado de Guanajuato","Venustiano Carranza","15850"
"09DJN0015Z","-99.09520833","19.50141667","Preescolar","Federal","Teotihuacan","Gustavo A. Madero","7080"
"09DJN0017Y","-99.06491389","19.45744722","Preescolar","Federal","Helen Keller","Gustavo A. Madero","7920"
"09DJN0018X","-99.13546667","19.29203056","Preescolar","Federal","Aóóo Internacional Del Nióóo","Tlalpan","14350"
"09DJN0019W","-99.13783611","19.52116944","Preescolar","Federal","Cerro de Chiquihuite","Gustavo A. Madero","7310"
"09DJN0020L","-99.19951667","19.49575","Preescolar","Federal","Pipilplan","Azcapotzalco","2450"
"09DJN0021K","-99.15498889","19.30743056","Preescolar","Federal","Carlos A. Carrillo","Coyoacán","4650"
"09DJN0022J","-99.11083056","19.31742222","Preescolar","Federal","Emiliano Negrete Lopez","Coyoacán","4815"
"09DJN0023I","-99.15967778","19.31947222","Preescolar","Federal","Coyo-Hua-Can","Coyoacán","4300"
"09DJN0024H","-99.18383611","19.40701944","Preescolar","Federal","Jose Maria Morelos","Miguel Hidalgo","11870"
"09DJN0026F","-99.18496667","19.49239722","Preescolar","Federal","Herminio Kenny","Azcapotzalco","2200"
"09DJN0027E","-99.12885","19.47601667","Preescolar","Federal","Angel de Campo","Gustavo A. Madero","7800"
"09DJN0028D","-99.12899722","19.46808889","Preescolar","Federal","Lic. Francisco Primo de Verdad","Gustavo A. Madero","7870"
"09DJN0029C","-99.11923333","19.31407222","Preescolar","Federal","Elisa Hernandez Rodriguez","Coyoacán","4800"
"09DJN0030S","-99.07869722","19.48646111","Preescolar","Federal","Telpochcalli","Gustavo A. Madero","7530"
"09DJN0031R","-99.23053611","19.29853333","Preescolar","Federal","Carlos Pellicer Camara","Tlalpan","14200"
"09DJN0032Q","-99.14234722","19.54129722","Preescolar","Federal","Josefa Ortiz de Dominguez","Gustavo A. Madero","7200"
"09DJN0033P","-99.13308056","19.28171389","Preescolar","Federal","Dr. Emilio Behring","Xochimilco","16010"
"09DJN0035N","-99.13749444","19.45851389","Preescolar","Federal","Rep. de Colombia","Cuauhtémoc","6250"
"09DJN0036M","-99.16651389","19.44954444","Preescolar","Federal","Diego Rivera","Miguel Hidalgo","11340"
"09DJN0037L","-99.20248889","19.450325","Preescolar","Federal","Unidad Legaria","Miguel Hidalgo","11490"
"09DJN0038K","-99.16905556","19.46501944","Preescolar","Federal","Ana Maria Berlanga","Azcapotzalco","2800"
"09DJN0039J","-99.16322778","19.46444167","Preescolar","Federal","Tlatilco","Azcapotzalco","2800"
"09DJN0040Z","-99.16181944","19.45016667","Preescolar","Federal","Elena Zapata","Cuauhtémoc","6400"
"09DJN0041Y","-99.05020278","19.33434444","Preescolar","Federal","Vekani","Iztapalapa","9750"
"09DJN0043W","-99.09963333","19.501325","Preescolar","Federal","Juan Amos Comenio","Gustavo A. Madero","7080"
"09DJN0044V","-99.10212222","19.34574722","Preescolar","Federal","Profr. Jose Refugio Belio Mercado","Iztapalapa","9800"
"09DJN0045U","-99.06477778","19.35375","Preescolar","Federal","Profr. Antonio I. Delgado","Iztapalapa","9250"
"09DJN0046T","-99.18138611","19.44607778","Preescolar","Federal","Elizabeth Kenny","Miguel Hidalgo","11320"
"09DJN0047S","-99.13075278","19.36947778","Preescolar","Federal","Juana Pavon de Morelos","Iztapalapa","9440"
"09DJN0048R","-99.06168889","19.40553611","Preescolar","Federal","Concepcion Gonzalez Naranjo","Iztacalco","8100"
"09DJN0050F","-99.20724722","19.502575","Preescolar","Federal","Estado de Tlaxcala","Azcapotzalco","2410"
"09DJN0051E","-99.25485278","19.38216667","Preescolar","Federal","Manuel Eduardo de Gorostiza","Cuajimalpa de Morelos","5110"
"09DJN0055A","-99.10067222","19.46438611","Preescolar","Federal","Educadoras Mexicanas","Gustavo A. Madero","7830"
"09DJN0059X","-99.20451944","19.48013889","Preescolar","Federal","Chulavete","Azcapotzalco","2720"
"09DJN0060M","-99.20865","19.493","Preescolar","Federal","Dr. Jaime Torres Bodet","Azcapotzalco","2750"
"09DJN0061L","-99.17604167","19.48761111","Preescolar","Federal","Aquiles Elourduy","Azcapotzalco","2250"
"09DJN0062K","-99.18661944","19.3978","Preescolar","Federal","Narciso Bassols","Miguel Hidalgo","11870"
"09DJN0063J","-99.18296389","19.39556667","Preescolar","Federal","Enrique Flores Magon","Benito Juárez","3800"
"09DJN0067F","-99.11767778","19.39155","Preescolar","Federal","Mexitli","Iztacalco","8650"
"09DJN0068E","-99.11109167","19.37898333","Preescolar","Federal","Popol Vuh","Iztapalapa","9410"
"09DJN0070T","-99.24025","19.32036944","Preescolar","Federal","Jose Guadalupe Posada","Magdalena Contreras","10010"
"09DJN0071S","-99.17253889","19.2743","Preescolar","Federal","Ana Maria Navarro Becerra","Tlalpan","14430"
"09DJN0073Q","-99.10267222","19.27168889","Preescolar","Federal","Xochimilco","Xochimilco","16000"
"09DJN0074P","-99.11295","19.39254444","Preescolar","Federal","Ricardo Flores Magon","Iztacalco","8700"
"09DJN0075O","-99.09793611","19.38616389","Preescolar","Federal","Felipe Carrillo Puerto","Iztacalco","8020"
"09DJN0076N","-99.17138889","19.33131111","Preescolar","Federal","Familia Juarez Maza","Coyoacán","4100"
"09DJN0079K","-99.13345833","19.47905556","Preescolar","Federal","Capultitlan","Gustavo A. Madero","7370"
"09DJN0080Z","-99.04791667","19.2965","Preescolar","Federal","Ana Maria Gallaga","Tláhuac","13200"
"09DJN0081Z","-99.11342222","19.41611667","Preescolar","Federal","Gustavo Adolfo Becquer","Venustiano Carranza","15900"
"09DJN0085V","-99.19008333","19.37216944","Preescolar","Federal","Reforma","Benito Juárez","3910"
"09DJN0087T","-99.07973056","19.25884167","Preescolar","Federal","Tlahui Ollin","Xochimilco","16090"
"09DJN0088S","-99.24585833","19.32189722","Preescolar","Federal","C.A.S.I. Cerro Del Judio","Magdalena Contreras","10020"
"09DJN0091F","-99.07439167","19.48902222","Preescolar","Federal","Maria de Los Angeles Guitron Machaen","Gustavo A. Madero","7530"
"09DJN0093D","-99.20283056","19.38830556","Preescolar","Federal","Seguro Social B","Álvaro Obregón","1150"
"09DJN0094C","-99.09016944","19.48753056","Preescolar","Federal","Profra. Ramona Martinez  Arcos","Gustavo A. Madero","7420"
"09DJN0095B","-99.15312222","19.26436667","Preescolar","Federal","Heroico Colegio Militar","Tlalpan","0"
"09DJN0097Z","-99.14034167","19.31863056","Preescolar","Federal","Republica de Nicaragua","Coyoacán","4640"
"09DJN0098Z","-99.14000278","19.33643056","Preescolar","Federal","Balbina Napoles Acosta","Coyoacán","4450"
"09DJN0099Y","-99.1352","19.330775","Preescolar","Federal","Walt Disney","Coyoacán","4460"
"09DJN0100X","-98.99576667","19.21981111","Preescolar","Federal","Amelia Fierro Bandala","Milpa Alta","12100"
"09DJN0101W","-99.13036944","19.26338056","Preescolar","Federal","Profra. Ma. Patióóo Vda de Olmedo","Xochimilco","16020"
"09DJN0103U","-99.13226111","19.34410833","Preescolar","Federal","Irlanda","Coyoacán","4200"
"09DJN0105S","-98.99919167","19.36398889","Preescolar","Federal","Ermita Zaragoza","Iztapalapa","9180"
"09DJN0106R","-99.17474167","19.306025","Preescolar","Federal","Hermelinda Bermudez Seyssel","Coyoacán","4700"
"09DJN0107Q","-99.03690278","19.37331667","Preescolar","Federal","Celestin Freinet","Iztapalapa","9230"
"09DJN0108P","-99.13303333","19.46069167","Preescolar","Federal","Galacion Gomez","Cuauhtémoc","6220"
"09DJN0109O","-99.13303333","19.46069167","Preescolar","Federal","Galacion Gomez","Cuauhtémoc","6220"
"09DJN0110D","-99.19524444","19.37620833","Preescolar","Federal","Maestro Jose Calvo","Álvaro Obregón","1460"
"09DJN0111C","-99.13871944","19.37590833","Preescolar","Federal","Angela Peralta","Benito Juárez","3550"
"09DJN0112B","-99.12357778","19.36982778","Preescolar","Federal","Profr. Baldomero Samano Muóóoz","Iztapalapa","9440"
"09DJN0113A","-99.06808889","19.41202222","Preescolar","Federal","Susan Bluw Grimsly","Iztacalco","8100"
"09DJN0114Z","-99.18958056","19.27169722","Preescolar","Federal","Atenea","Tlalpan","14420"
"09DJN0115Z","-99.23273611","19.34591389","Preescolar","Federal","Luis Morquio","Álvaro Obregón","1730"
"09DJN0116Y","-99.08427222","19.41535","Preescolar","Federal","Javier Barros Sierra","Venustiano Carranza","15730"
"09DJN0117X","-99.23195278","19.32054444","Preescolar","Federal","Escuela Superior de Guerra","Magdalena Contreras","10200"
"09DJN0119V","-99.11514444","19.32271389","Preescolar","Federal","Aurora Ortiz de Marquez","Coyoacán","4440"
"09DJN0120K","-99.15705833","19.37932222","Preescolar","Federal","Holanda","Benito Juárez","3600"
"09DJN0121J","-99.19112778","19.38275","Preescolar","Federal","Rabindranath Tagore","Benito Juárez","3910"
"09DJN0122I","-99.21573056","19.43141389","Preescolar","Federal","Ma. Teresa Vazquez","Miguel Hidalgo","11650"
"09DJN0124G","-99.12012778","19.48005833","Preescolar","Federal","Margarita Maza de Juarez","Gustavo A. Madero","7800"
"09DJN0125F","-99.221125","19.43144167","Preescolar","Federal","Adolfo Lopez Mateos","Miguel Hidalgo","11600"
"09DJN0126E","-99.11435833","19.48510278","Preescolar","Federal","Ignacio Zaragoza","Gustavo A. Madero","7050"
"09DJN0128C","-99.11843611","19.46894444","Preescolar","Federal","Anatole France","Gustavo A. Madero","7840"
"09DJN0130R","-99.14501111","19.38507222","Preescolar","Federal","Nióóos Heroes de Chapultepec","Benito Juárez","3440"
"09DJN0131Q","-99.15983333","19.38295833","Preescolar","Federal","Enrique Conrado Rebsamen","Benito Juárez","3020"
"09DJN0132P","-99.20338889","19.35466944","Preescolar","Federal","Emiliano Robles Leon","Álvaro Obregón","1710"
"09DJN0133O","-99.20132222","19.35885278","Preescolar","Federal","Amparo Pereyra","Álvaro Obregón","1710"
"09DJN0134N","-99.206025","19.37266111","Preescolar","Federal","Yoloxochitl","Álvaro Obregón","1400"
"09DJN0136L","-99.21386944","19.37378889","Preescolar","Federal","Virginia Monasterio","Álvaro Obregón","1400"
"09DJN0137K","-99.19993611","19.37470556","Preescolar","Federal","Pablo Casals","Álvaro Obregón","1470"
"09DJN0138J","-99.20276389","19.2815","Preescolar","Federal","Kallinpiltontli","Tlalpan","14250"
"09DJN0139I","-99.23679167","19.27601389","Preescolar","Federal","Kantunil","Tlalpan","14109"
"09DJN0140Y","-99.16063611","19.29808611","Preescolar","Federal","Tzinti","Tlalpan","14040"
"09DJN0141X","-99.26076944","19.32396944","Preescolar","Federal","Margarita Estevane Salas","Álvaro Obregón","1860"
"09DJN0142W","-99.05806389","19.44928056","Preescolar","Federal","Republica de Italia","Gustavo A. Madero","7900"
"09DJN0143V","-99.14213889","19.37847778","Preescolar","Federal","Bertha Von Glumer","Benito Juárez","3630"
"09DJN0144U","-99.1414","19.39368889","Preescolar","Federal","Gabriela Mistral","Benito Juárez","3400"
"09DJN0145T","-99.14008889","19.38818611","Preescolar","Federal","Carmen Calderon Cordova","Benito Juárez","3410"
"09DJN0146S","-99.12556667","19.38154444","Preescolar","Federal","Valentin Zamora Orozco","Iztacalco","8830"
"09DJN0147R","-99.134825","19.38235833","Preescolar","Federal","Republica de Ecuador","Benito Juárez","3500"
"09DJN0148Q","-99.17486667","19.44719444","Preescolar","Federal","Maria Luisa de La Torre","Miguel Hidalgo","11320"
"09DJN0149P","-99.22190556","19.43406389","Preescolar","Federal","La Marina","Miguel Hidalgo","11600"
"09DJN0152C","-99.02745556","19.38361944","Preescolar","Federal","Pedro Pablo Rubens","Iztapalapa","9130"
"09DJN0153B","-99.07094167","19.477025","Preescolar","Federal","Ludwig Van Beethoven","Gustavo A. Madero","7550"
"09DJN0155Z","-99.14658056","19.203525","Preescolar","Federal","Capitan Ignacio Jose de Allende","Tlalpan","14500"
"09DJN0156Z","-99.06145","19.35688056","Preescolar","Federal","Noria de Las Flores","Iztapalapa","9350"
"09DJN0157Y","-99.11157778","19.46204167","Preescolar","Federal","20 de Noviembre","Gustavo A. Madero","7880"
"09DJN0159W","-99.18457222","19.27601389","Preescolar","Federal","Tsitsiki","Tlalpan","14420"
"09DJN0160L","-99.19963611","19.45799444","Preescolar","Federal","Dr. Rigoberto Aguilar Pico","Miguel Hidalgo","11270"
"09DJN0161K","-99.06377778","19.362575","Preescolar","Federal","Meztli","Iztapalapa","9200"
"09DJN0162J","-99.20006667","19.45803889","Preescolar","Federal","Rep. de Haiti","Miguel Hidalgo","11230"
"09DJN0163I","-99.123625","19.50532222","Preescolar","Federal","Mazatl","Gustavo A. Madero","7360"
"09DJN0164H","-99.08966944","19.47339722","Preescolar","Federal","Heroes de La Patria","Gustavo A. Madero","7939"
"09DJN0165G","-99.07638889","19.46832778","Preescolar","Federal","Dr. Jonas E. Salk","Gustavo A. Madero","7920"
"09DJN0166F","-99.09944722","19.49338056","Preescolar","Federal","Genoveva Cortes","Gustavo A. Madero","7040"
"09DJN0167E","-99.09225556","19.493575","Preescolar","Federal","Carmen Serdan","Gustavo A. Madero","7440"
"09DJN0168D","-99.08627778","19.49949722","Preescolar","Federal","Lic. Jose Vasconcelos","Gustavo A. Madero","7420"
"09DJN0169C","-99.10088333","19.45813611","Preescolar","Federal","Luis Pasteur","Gustavo A. Madero","1720"
"09DJN0170S","-99.10067222","19.46438611","Preescolar","Federal","Educadoras Mexicanas","Gustavo A. Madero","7830"
"09DJN0171R","-99.08091389","19.47825278","Preescolar","Federal","Juan Escutia","Gustavo A. Madero","7580"
"09DJN0172Q","-99.10680833","19.46731944","Preescolar","Federal","Amistad Britanico Mexicana","Gustavo A. Madero","7850"
"09DJN0173P","-99.15395278","19.46782222","Preescolar","Federal","Ing. Pablo Salinas Y Delgado","Azcapotzalco","2950"
"09DJN0174O","-99.07400556","19.45186389","Preescolar","Federal","Calmecac","Gustavo A. Madero","7920"
"09DJN0175N","-99.07498889","19.47137778","Preescolar","Federal","Tilloli","Gustavo A. Madero","7920"
"09DJN0178K","-99.093875","19.46033611","Preescolar","Federal","Conetl","Gustavo A. Madero","7920"
"09DJN0179J","-99.14487222","19.48674167","Preescolar","Federal","Leona Vicario","Gustavo A. Madero","7750"
"09DJN0180Z","-99.08880278","19.45890833","Preescolar","Federal","Maria Cristina Velasco Garduóóo","Gustavo A. Madero","7920"
"09DJN0181Y","-99.09291389","19.38657778","Preescolar","Federal","Juana Perez Luna","Iztacalco","8030"
"09DJN0182X","-99.114275","19.36201389","Preescolar","Federal","Amelia Bernard de Casas Aleman","Iztapalapa","9060"
"09DJN0183W","-99.18749167","19.37054167","Preescolar","Federal","Estefania Castaóóeda","Benito Juárez","3910"
"09DJN0185U","-99.15344444","19.33659722","Preescolar","Federal","Tlahuizcalli","Coyoacán","4330"
"09DJN0186T","-99.16535","19.39518611","Preescolar","Federal","Guadalupe Victoria","Benito Juárez","3100"
"09DJN0189Q","-99.15728889","19.39247778","Preescolar","Federal","Estados Unidos de America","Benito Juárez","3020"
"09DJN0190F","-99.13394444","19.41267778","Preescolar","Federal","Miguel E. Schultz","Cuauhtémoc","6860"
"09DJN0191E","-99.181575","19.45418333","Preescolar","Federal","Austria","Miguel Hidalgo","11400"
"09DJN0192D","-99.17921667","19.46411944","Preescolar","Federal","Profr. Angel Salas","Azcapotzalco","2080"
"09DJN0193C","-99.1313","19.516175","Preescolar","Federal","Ejido de Ticoman","Gustavo A. Madero","7329"
"09DJN0194B","-99.122175","19.50677222","Preescolar","Federal","Zacatenco","Gustavo A. Madero","7360"
"09DJN0195A","-99.12284444","19.48460278","Preescolar","Federal","18 de Marzo","Gustavo A. Madero","7020"
"09DJN0196Z","-99.18386389","19.46394167","Preescolar","Federal","Nióóos de Mexico","Azcapotzalco","2080"
"09DJN0197Z","-99.17956389","19.45515","Preescolar","Federal","Justo Sierra","Miguel Hidalgo","11400"
"09DJN0198Y","-99.18472778","19.46780278","Preescolar","Federal","Luisa Castaóóeda Y Del Pozo","Azcapotzalco","2080"
"09DJN0199X","-99.18785833","19.46315278","Preescolar","Federal","Club 20-30","Azcapotzalco","2090"
"09DJN0200W","-99.09520833","19.50141667","Preescolar","Federal","Teotihuacan","Gustavo A. Madero","7080"
"09DJN0201V","-99.07869722","19.48646111","Preescolar","Federal","Telpochcalli","Gustavo A. Madero","7530"
"09DJN0202U","-99.08160278","19.4951","Preescolar","Federal","Profr. Luis de La Brena","Gustavo A. Madero","7520"
"09DJN0204S","-99.20448333","19.47557778","Preescolar","Federal","Amantecatl","Azcapotzalco","2700"
"09DJN0205R","-99.19156389","19.46208889","Preescolar","Federal","Aquiles Serdan","Miguel Hidalgo","11290"
